yr,j,i,value
2000,eec,ppd,0.0808799478343744
1997,eec,ppd,0.07084090587903719
2007,eec,ppd,0.023010049887959332
2010,eec,ppd,0.06571121270583168
2003,eec,ppd,0.03931191894831599
2011,eec,ppd,0.16761321751540872
2001,eec,ppd,0.045162576455450555
2008,fnd,ppd,0.0
2009,fnd,ppd,0.0
2005,fnd,ppd,0.0
2006,fnd,ppd,0.0
2012,fnd,ppd,0.0
2014,fnd,ppd,0.0
2013,fnd,ppd,0.0
1999,fnd,ppd,0.0
2002,fnd,ppd,0.0
2017,fnd,ppd,0.0
2016,fnd,ppd,0.0
2015,fnd,ppd,0.0
1998,fnd,ppd,0.0
2004,fnd,ppd,0.0
2000,fnd,ppd,0.0
1997,fnd,ppd,0.0
2007,fnd,ppd,0.0
2010,fnd,ppd,0.0
2003,fnd,ppd,0.0
2011,fnd,ppd,0.0
2001,fnd,ppd,0.0
2008,pub,ppd,0.0
2009,pub,ppd,0.0
2005,pub,ppd,0.0
2006,pub,ppd,0.0
2012,pub,ppd,0.0
2014,pub,ppd,0.0
2013,pub,ppd,0.0
1999,pub,ppd,0.0
2002,pub,ppd,0.0
2017,pub,ppd,0.0
2016,pub,ppd,0.0
2015,pub,ppd,0.0
1998,pub,ppd,0.0
2004,pub,ppd,0.0
2000,pub,ppd,0.0
1997,pub,ppd,0.0
2007,pub,ppd,0.0
2010,pub,ppd,0.0
2003,pub,ppd,0.0
2011,pub,ppd,0.0
2001,pub,ppd,0.0
2008,hou,ppd,0.0
2009,hou,ppd,0.0
2005,hou,ppd,0.0
2006,hou,ppd,0.0
2012,hou,ppd,0.0
2014,hou,ppd,0.0
2013,hou,ppd,0.0
1999,hou,ppd,0.0
2002,hou,ppd,0.0
2017,hou,ppd,0.0
2016,hou,ppd,0.0
2015,hou,ppd,0.0
1998,hou,ppd,0.0
2004,hou,ppd,0.0
2000,hou,ppd,0.0
1997,hou,ppd,0.0
2007,hou,ppd,0.0
2010,hou,ppd,0.0
2003,hou,ppd,0.0
2011,hou,ppd,0.0
2001,hou,ppd,0.0
2008,fbt,ppd,0.0
2009,fbt,ppd,0.0
2005,fbt,ppd,0.0
2006,fbt,ppd,0.0
2012,fbt,ppd,0.0
2014,fbt,ppd,0.0
2013,fbt,ppd,0.0
1999,fbt,ppd,0.0
2002,fbt,ppd,0.0
2017,fbt,ppd,0.0
2016,fbt,ppd,0.0
2015,fbt,ppd,0.0
1998,fbt,ppd,0.0
2004,fbt,ppd,0.0
2000,fbt,ppd,0.0
1997,fbt,ppd,0.0
2007,fbt,ppd,0.0
2010,fbt,ppd,0.0
2003,fbt,ppd,0.0
2011,fbt,ppd,0.0
2001,fbt,ppd,0.0
2008,ins,ppd,0.0
2009,ins,ppd,0.0
2005,ins,ppd,0.0
2006,ins,ppd,0.0
2012,ins,ppd,0.0
2014,ins,ppd,0.0
2013,ins,ppd,0.0
1999,ins,ppd,0.0
2002,ins,ppd,0.0
2017,ins,ppd,0.0
2016,ins,ppd,0.0
2015,ins,ppd,0.0
1998,ins,ppd,0.0
2004,ins,ppd,0.0
2000,ins,ppd,0.0
1997,ins,ppd,0.0
2007,ins,ppd,0.0
2010,ins,ppd,0.0
2003,ins,ppd,0.0
2011,ins,ppd,0.0
2001,ins,ppd,0.0
2008,tex,ppd,0.03522514704857365
2009,tex,ppd,0.03721087622571652
2005,tex,ppd,0.11309380043785669
2006,tex,ppd,0.06255669178214719
2012,tex,ppd,0.028194234634944422
2014,tex,ppd,0.033334715096574194
2013,tex,ppd,0.038331245167413826
1999,tex,ppd,0.07433859589113327
2002,tex,ppd,0.1264963606994698
2017,tex,ppd,0.024354309696146523
2016,tex,ppd,0.023229189869015364
2015,tex,ppd,0.031237947785254336
1998,tex,ppd,0.0631734325060279
2004,tex,ppd,0.13284763838456498
2000,tex,ppd,0.09456718371107778
1997,tex,ppd,0.11119762463523725
2007,tex,ppd,0.04240418869940051
2010,tex,ppd,0.06931434696428712
2003,tex,ppd,0.14613224933490163
2011,tex,ppd,0.11987888559591194
2001,tex,ppd,0.061823691045989795
2008,leg,ppd,0.0
2009,leg,ppd,0.0
2005,leg,ppd,0.0
2006,leg,ppd,0.0
2012,leg,ppd,0.0
2014,leg,ppd,0.0
2013,leg,ppd,0.0
1999,leg,ppd,0.0
2002,leg,ppd,0.0
2017,leg,ppd,0.0
2016,leg,ppd,0.0
2015,leg,ppd,0.0
1998,leg,ppd,0.0
2004,leg,ppd,0.0
2000,leg,ppd,0.0
1997,leg,ppd,0.0
2007,leg,ppd,0.0
2010,leg,ppd,0.0
2003,leg,ppd,0.0
2011,leg,ppd,0.0
2001,leg,ppd,0.0
2008,fen,ppd,0.0
2009,fen,ppd,0.0
2005,fen,ppd,0.0
2006,fen,ppd,0.0
2012,fen,ppd,0.0
2014,fen,ppd,0.0
2013,fen,ppd,0.0
1999,fen,ppd,0.0
2002,fen,ppd,0.0
2017,fen,ppd,0.0
2016,fen,ppd,0.0
2015,fen,ppd,0.0
1998,fen,ppd,0.0
2004,fen,ppd,0.0
2000,fen,ppd,0.0
1997,fen,ppd,0.0
2007,fen,ppd,0.0
2010,fen,ppd,0.0
2003,fen,ppd,0.0
2011,fen,ppd,0.0
2001,fen,ppd,0.0
2008,uti,ppd,0.0
2009,uti,ppd,0.0
2005,uti,ppd,0.0
2006,uti,ppd,0.0
2012,uti,ppd,0.0
2014,uti,ppd,0.0
2013,uti,ppd,0.0
1999,uti,ppd,0.0
2002,uti,ppd,0.0
2017,uti,ppd,0.0
2016,uti,ppd,0.0
2015,uti,ppd,0.0
1998,uti,ppd,0.0
2004,uti,ppd,0.0
2000,uti,ppd,0.0
1997,uti,ppd,0.0
2007,uti,ppd,0.0
2010,uti,ppd,0.0
2003,uti,ppd,0.0
2011,uti,ppd,0.0
2001,uti,ppd,0.0
2008,nmp,ppd,0.1005177660669622
2009,nmp,ppd,0.13244914715296371
2005,nmp,ppd,0.16637850642493038
2006,nmp,ppd,0.15921327986804254
2012,nmp,ppd,0.14591993427760236
2014,nmp,ppd,0.23261349374012674
2013,nmp,ppd,0.250477198927327
1999,nmp,ppd,0.19785010643292306
2002,nmp,ppd,0.1081507504812904
2017,nmp,ppd,0.22372258550232427
2016,nmp,ppd,0.2167405837863807
2015,nmp,ppd,0.27449408247729
1998,nmp,ppd,0.25346347178297934
2004,nmp,ppd,0.09412338577928848
2000,nmp,ppd,0.18057052618198882
1997,nmp,ppd,0.21900109668730822
2007,nmp,ppd,0.13794272980171357
2010,nmp,ppd,0.3719410849682288
2003,nmp,ppd,0.07798299472816353
2011,nmp,ppd,0.5413056592946041
2001,nmp,ppd,0.12545312840346093
2008,brd,ppd,0.0
2009,brd,ppd,0.0
2005,brd,ppd,0.0
2006,brd,ppd,0.0
2012,brd,ppd,0.0
2014,brd,ppd,0.0
2013,brd,ppd,0.0
1999,brd,ppd,0.0
2002,brd,ppd,0.0
2017,brd,ppd,0.0
2016,brd,ppd,0.0
2015,brd,ppd,0.0
1998,brd,ppd,0.0
2004,brd,ppd,0.0
2000,brd,ppd,0.0
1997,brd,ppd,0.0
2007,brd,ppd,0.0
2010,brd,ppd,0.0
2003,brd,ppd,0.0
2011,brd,ppd,0.0
2001,brd,ppd,0.0
2008,bnk,ppd,0.0
2009,bnk,ppd,0.0
2005,bnk,ppd,0.0
2006,bnk,ppd,0.0
2012,bnk,ppd,0.0
2014,bnk,ppd,0.0
2013,bnk,ppd,0.0
1999,bnk,ppd,0.0
2002,bnk,ppd,0.0
2017,bnk,ppd,0.0
2016,bnk,ppd,0.0
2015,bnk,ppd,0.0
1998,bnk,ppd,0.0
2004,bnk,ppd,0.0
2000,bnk,ppd,0.0
1997,bnk,ppd,0.0
2007,bnk,ppd,0.0
2010,bnk,ppd,0.0
2003,bnk,ppd,0.0
2011,bnk,ppd,0.0
2001,bnk,ppd,0.0
2008,ore,ppd,0.0
2009,ore,ppd,0.0
2005,ore,ppd,0.0
2006,ore,ppd,0.0
2012,ore,ppd,0.0
2014,ore,ppd,0.0
2013,ore,ppd,0.0
1999,ore,ppd,0.0
2002,ore,ppd,0.0
2017,ore,ppd,0.0
2016,ore,ppd,0.0
2015,ore,ppd,0.0
1998,ore,ppd,0.0
2004,ore,ppd,0.0
2000,ore,ppd,0.0
1997,ore,ppd,0.0
2007,ore,ppd,0.0
2010,ore,ppd,0.0
2003,ore,ppd,0.0
2011,ore,ppd,0.0
2001,ore,ppd,0.0
2008,edu,ppd,0.0
2009,edu,ppd,0.0
2005,edu,ppd,0.0
2006,edu,ppd,0.0
2012,edu,ppd,0.0
2014,edu,ppd,0.0
2013,edu,ppd,0.0
1999,edu,ppd,0.0
2002,edu,ppd,0.0
2017,edu,ppd,0.0
2016,edu,ppd,0.0
2015,edu,ppd,0.0
1998,edu,ppd,0.0
2004,edu,ppd,0.0
2000,edu,ppd,0.0
1997,edu,ppd,0.0
2007,edu,ppd,0.0
2010,edu,ppd,0.0
2003,edu,ppd,0.0
2011,edu,ppd,0.0
2001,edu,ppd,0.0
2008,ote,ppd,0.0
2009,ote,ppd,0.0
2005,ote,ppd,0.0
2006,ote,ppd,0.0
2012,ote,ppd,0.0
2014,ote,ppd,0.0
2013,ote,ppd,0.0
1999,ote,ppd,0.0
2002,ote,ppd,0.0
2017,ote,ppd,0.0
2016,ote,ppd,0.0
2015,ote,ppd,0.0
1998,ote,ppd,0.0
2004,ote,ppd,0.0
2000,ote,ppd,0.0
1997,ote,ppd,0.0
2007,ote,ppd,0.0
2010,ote,ppd,0.0
2003,ote,ppd,0.0
2011,ote,ppd,0.0
2001,ote,ppd,0.0
2008,man,ppd,0.0
2009,man,ppd,0.0
2005,man,ppd,0.0
2006,man,ppd,0.0
2012,man,ppd,0.0
2014,man,ppd,0.0
2013,man,ppd,0.0
1999,man,ppd,0.0
2002,man,ppd,0.0
2017,man,ppd,0.0
2016,man,ppd,0.0
2015,man,ppd,0.0
1998,man,ppd,0.0
2004,man,ppd,0.0
2000,man,ppd,0.0
1997,man,ppd,0.0
2007,man,ppd,0.0
2010,man,ppd,0.0
2003,man,ppd,0.0
2011,man,ppd,0.0
2001,man,ppd,0.0
2008,mch,ppd,0.015027273466596134
2009,mch,ppd,0.04078818172962644
2005,mch,ppd,0.03716797252085521
2006,mch,ppd,0.050150140707488834
2012,mch,ppd,0.009008163844684808
2014,mch,ppd,0.008023949046511455
2013,mch,ppd,0.01301965070416008
1999,mch,ppd,0.026338511935399565
2002,mch,ppd,0.022146197001063683
2017,mch,ppd,0.00806934279325189
2016,mch,ppd,0.008026695058155854
2015,mch,ppd,0.009015754830994215
1998,mch,ppd,0.028381671104316487
2004,mch,ppd,0.045348977752953185
2000,mch,ppd,0.023282884576795906
1997,mch,ppd,0.049695949941857935
2007,mch,ppd,0.04109091260117186
2010,mch,ppd,0.15564697889367263
2003,mch,ppd,0.03024099622031926
2011,mch,ppd,0.23708854015297798
2001,mch,ppd,0.009033211228180252
2008,dat,ppd,0.0
2009,dat,ppd,0.0
2005,dat,ppd,0.0
2006,dat,ppd,0.0
2012,dat,ppd,0.0
2014,dat,ppd,0.0
2013,dat,ppd,0.0
1999,dat,ppd,0.0
2002,dat,ppd,0.0
2017,dat,ppd,0.0
2016,dat,ppd,0.0
2015,dat,ppd,0.0
1998,dat,ppd,0.0
2004,dat,ppd,0.0
2000,dat,ppd,0.0
1997,dat,ppd,0.0
2007,dat,ppd,0.0
2010,dat,ppd,0.0
2003,dat,ppd,0.0
2011,dat,ppd,0.0
2001,dat,ppd,0.0
2008,amd,ppd,0.0
2009,amd,ppd,0.0
2005,amd,ppd,0.0
2006,amd,ppd,0.0
2012,amd,ppd,0.0
2014,amd,ppd,0.0
2013,amd,ppd,0.0
1999,amd,ppd,0.0
2002,amd,ppd,0.0
2017,amd,ppd,0.0
2016,amd,ppd,0.0
2015,amd,ppd,0.0
1998,amd,ppd,0.0
2004,amd,ppd,0.0
2000,amd,ppd,0.0
1997,amd,ppd,0.0
2007,amd,ppd,0.0
2010,amd,ppd,0.0
2003,amd,ppd,0.0
2011,amd,ppd,0.0
2001,amd,ppd,0.0
2008,oil,ppd,0.0
2009,oil,ppd,0.0
2005,oil,ppd,0.0
2006,oil,ppd,0.0
2012,oil,ppd,0.0
2014,oil,ppd,0.0
2013,oil,ppd,0.0
1999,oil,ppd,0.0
2002,oil,ppd,0.0
2017,oil,ppd,0.0
2016,oil,ppd,0.0
2015,oil,ppd,0.0
1998,oil,ppd,0.0
2004,oil,ppd,0.0
2000,oil,ppd,0.0
1997,oil,ppd,0.0
2007,oil,ppd,0.0
2010,oil,ppd,0.0
2003,oil,ppd,0.0
2011,oil,ppd,0.0
2001,oil,ppd,0.0
2008,hos,ppd,0.0
2009,hos,ppd,0.0
2005,hos,ppd,0.0
2006,hos,ppd,0.0
2012,hos,ppd,0.0
2014,hos,ppd,0.0
2013,hos,ppd,0.0
1999,hos,ppd,0.0
2002,hos,ppd,0.0
2017,hos,ppd,0.0
2016,hos,ppd,0.0
2015,hos,ppd,0.0
1998,hos,ppd,0.0
2004,hos,ppd,0.0
2000,hos,ppd,0.0
1997,hos,ppd,0.0
2007,hos,ppd,0.0
2010,hos,ppd,0.0
2003,hos,ppd,0.0
2011,hos,ppd,0.0
2001,hos,ppd,0.0
2008,rnt,ppd,0.0
2009,rnt,ppd,0.0
2005,rnt,ppd,0.0
2006,rnt,ppd,0.0
2012,rnt,ppd,0.0
2014,rnt,ppd,0.0
2013,rnt,ppd,0.0
1999,rnt,ppd,0.0
2002,rnt,ppd,0.0
2017,rnt,ppd,0.0
2016,rnt,ppd,0.0
2015,rnt,ppd,0.0
1998,rnt,ppd,0.0
2004,rnt,ppd,0.0
2000,rnt,ppd,0.0
1997,rnt,ppd,0.0
2007,rnt,ppd,0.0
2010,rnt,ppd,0.0
2003,rnt,ppd,0.0
2011,rnt,ppd,0.0
2001,rnt,ppd,0.0
2008,pla,ppd,1.0419353255420885
2009,pla,ppd,0.9964888821240527
2005,pla,ppd,1.1900241772563838
2006,pla,ppd,1.2195642147641144
2012,pla,ppd,1.136453605641672
2014,pla,ppd,1.5030484569066638
2013,pla,ppd,1.5050054837653586
1999,pla,ppd,1.6787847726498841
2002,pla,ppd,1.2576382413731728
2017,pla,ppd,1.602105921174618
2016,pla,ppd,1.6160737456946166
2015,pla,ppd,1.6974911939492787
1998,pla,ppd,1.5016583024516417
2004,pla,ppd,1.1854305372245246
2000,pla,ppd,1.1508766313140917
1997,pla,ppd,1.6378220025847188
2007,pla,ppd,1.33215567485761
2010,pla,ppd,1.510402331346231
2003,pla,ppd,1.2883825552231998
2011,pla,ppd,2.0269195590862745
2001,pla,ppd,1.064722192237078
2008,fof,ppd,0.0
2009,fof,ppd,0.0
2005,fof,ppd,0.0
2006,fof,ppd,0.0
2012,fof,ppd,0.0
2014,fof,ppd,0.0
2013,fof,ppd,0.0
1999,fof,ppd,0.0
2002,fof,ppd,0.0
2017,fof,ppd,0.0
2016,fof,ppd,0.0
2015,fof,ppd,0.0
1998,fof,ppd,0.0
2004,fof,ppd,0.0
2000,fof,ppd,0.0
1997,fof,ppd,0.0
2007,fof,ppd,0.0
2010,fof,ppd,0.0
2003,fof,ppd,0.0
2011,fof,ppd,0.0
2001,fof,ppd,0.0
2008,fin,ppd,0.0
2009,fin,ppd,0.0
2005,fin,ppd,0.0
2006,fin,ppd,0.0
2012,fin,ppd,0.0
2014,fin,ppd,0.0
2013,fin,ppd,0.0
1999,fin,ppd,0.0
2002,fin,ppd,0.0
2017,fin,ppd,0.0
2016,fin,ppd,0.0
2015,fin,ppd,0.0
1998,fin,ppd,0.0
2004,fin,ppd,0.0
2000,fin,ppd,0.0
1997,fin,ppd,0.0
2007,fin,ppd,0.0
2010,fin,ppd,0.0
2003,fin,ppd,0.0
2011,fin,ppd,0.0
2001,fin,ppd,0.0
2008,tsv,ppd,0.0
2009,tsv,ppd,0.0
2005,tsv,ppd,0.0
2006,tsv,ppd,0.0
2012,tsv,ppd,0.0
2014,tsv,ppd,0.0
2013,tsv,ppd,0.0
1999,tsv,ppd,0.0
2002,tsv,ppd,0.0
2017,tsv,ppd,0.0
2016,tsv,ppd,0.0
2015,tsv,ppd,0.0
1998,tsv,ppd,0.0
2004,tsv,ppd,0.0
2000,tsv,ppd,0.0
1997,tsv,ppd,0.0
2007,tsv,ppd,0.0
2010,tsv,ppd,0.0
2003,tsv,ppd,0.0
2011,tsv,ppd,0.0
2001,tsv,ppd,0.0
2008,nrs,ppd,0.0
2009,nrs,ppd,0.0
2005,nrs,ppd,0.0
2006,nrs,ppd,0.0
2012,nrs,ppd,0.0
2014,nrs,ppd,0.0
2013,nrs,ppd,0.0
1999,nrs,ppd,0.0
2002,nrs,ppd,0.0
2017,nrs,ppd,0.0
2016,nrs,ppd,0.0
2015,nrs,ppd,0.0
1998,nrs,ppd,0.0
2004,nrs,ppd,0.0
2000,nrs,ppd,0.0
1997,nrs,ppd,0.0
2007,nrs,ppd,0.0
2010,nrs,ppd,0.0
2003,nrs,ppd,0.0
2011,nrs,ppd,0.0
2001,nrs,ppd,0.0
2008,sec,ppd,0.0
2009,sec,ppd,0.0
2005,sec,ppd,0.0
2006,sec,ppd,0.0
2012,sec,ppd,0.0
2014,sec,ppd,0.0
2013,sec,ppd,0.0
1999,sec,ppd,0.0
2002,sec,ppd,0.0
2017,sec,ppd,0.0
2016,sec,ppd,0.0
2015,sec,ppd,0.0
1998,sec,ppd,0.0
2004,sec,ppd,0.0
2000,sec,ppd,0.0
1997,sec,ppd,0.0
2007,sec,ppd,0.0
2010,sec,ppd,0.0
2003,sec,ppd,0.0
2011,sec,ppd,0.0
2001,sec,ppd,0.0
2008,art,ppd,0.0
2009,art,ppd,0.0
2005,art,ppd,0.0
2006,art,ppd,0.0
2012,art,ppd,0.0
2014,art,ppd,0.0
2013,art,ppd,0.0
1999,art,ppd,0.0
2002,art,ppd,0.0
2017,art,ppd,0.0
2016,art,ppd,0.0
2015,art,ppd,0.0
1998,art,ppd,0.0
2004,art,ppd,0.0
2000,art,ppd,0.0
1997,art,ppd,0.0
2007,art,ppd,0.0
2010,art,ppd,0.0
2003,art,ppd,0.0
2011,art,ppd,0.0
2001,art,ppd,0.0
2008,mov,ppd,0.0
2009,mov,ppd,0.0
2005,mov,ppd,0.0
2006,mov,ppd,0.0
2012,mov,ppd,0.0
2014,mov,ppd,0.0
2013,mov,ppd,0.0
1999,mov,ppd,0.0
2002,mov,ppd,0.0
2017,mov,ppd,0.0
2016,mov,ppd,0.0
2015,mov,ppd,0.0
1998,mov,ppd,0.0
2004,mov,ppd,0.0
2000,mov,ppd,0.0
1997,mov,ppd,0.0
2007,mov,ppd,0.0
2010,mov,ppd,0.0
2003,mov,ppd,0.0
2011,mov,ppd,0.0
2001,mov,ppd,0.0
2008,fpd,ppd,0.03628733833744116
2009,fpd,ppd,0.03304461274079526
2005,fpd,ppd,0.09691438518379097
2006,fpd,ppd,0.054455895995037217
2012,fpd,ppd,0.010061187932915083
2014,fpd,ppd,0.018152156847249665
2013,fpd,ppd,0.013091177434907897
1999,fpd,ppd,0.1913669439918082
2002,fpd,ppd,0.12246581967491899
2017,fpd,ppd,0.018242048322259667
2016,fpd,ppd,0.01816250130274628
2015,fpd,ppd,0.02213882839971618
1998,fpd,ppd,0.12716627547353482
2004,fpd,ppd,0.11453574827620451
2000,fpd,ppd,0.1596331373932579
1997,fpd,ppd,0.14762196336782304
2007,fpd,ppd,0.03124246727835975
2010,fpd,ppd,0.07027986988784364
2003,fpd,ppd,0.13279933937246774
2011,fpd,ppd,0.1418994321105595
2001,fpd,ppd,0.10273998003058991
2008,slg,ppd,0.5184279442348537
2009,slg,ppd,0.5159123903827887
2005,slg,ppd,0.4682917469124382
2006,slg,ppd,0.4890068531956623
2012,slg,ppd,0.5509829112781532
2014,slg,ppd,0.5653157661874191
2013,slg,ppd,0.5495189011911317
1999,slg,ppd,0.32826187301006043
2002,slg,ppd,0.37575409364294726
2017,slg,ppd,0.6210257645065484
2016,slg,ppd,0.5992124763021428
2015,slg,ppd,0.5793680359334351
1998,slg,ppd,0.30403216979384107
2004,slg,ppd,0.4298246148015605
2000,slg,ppd,0.34444749297765065
1997,slg,ppd,0.28210275198879076
2007,slg,ppd,0.49991373703272857
2010,slg,ppd,0.5015153496955342
2003,slg,ppd,0.4089602034276609
2011,slg,ppd,0.5507530551557784
2001,slg,ppd,0.3504166474843409
2008,pri,ppd,0.5244031651260878
2009,pri,ppd,0.6855925300420309
2005,pri,ppd,0.9552236598252352
2006,pri,ppd,0.8491821903411049
2012,pri,ppd,0.7964570769895808
2014,pri,ppd,0.9660694073796972
2013,pri,ppd,1.0341781561951398
1999,pri,ppd,0.5216202802595475
2002,pri,ppd,0.7116534672453139
2017,pri,ppd,0.9407837340192058
2016,pri,ppd,0.9914505575905574
2015,pri,ppd,1.1177422470796134
1998,pri,ppd,0.490160118909907
2004,pri,ppd,0.7694961046914496
2000,pri,ppd,0.8065526862302462
1997,pri,ppd,0.40869551679161875
2007,pri,ppd,0.45305103014897774
2010,pri,ppd,1.0326071749419103
2003,pri,ppd,0.6902842126844301
2011,pri,ppd,1.4568888269805147
2001,pri,ppd,0.7986488821405634
2008,grd,ppd,0.0
2009,grd,ppd,0.0
2005,grd,ppd,0.0
2006,grd,ppd,0.0
2012,grd,ppd,0.0
2014,grd,ppd,0.0
2013,grd,ppd,0.0
1999,grd,ppd,0.0
2002,grd,ppd,0.0
2017,grd,ppd,0.0
2016,grd,ppd,0.0
2015,grd,ppd,0.0
1998,grd,ppd,0.0
2004,grd,ppd,0.0
2000,grd,ppd,0.0
1997,grd,ppd,0.0
2007,grd,ppd,0.0
2010,grd,ppd,0.0
2003,grd,ppd,0.0
2011,grd,ppd,0.0
2001,grd,ppd,0.0
2008,pip,ppd,0.0
2009,pip,ppd,0.0
2005,pip,ppd,0.0
2006,pip,ppd,0.0
2012,pip,ppd,0.0
2014,pip,ppd,0.0
2013,pip,ppd,0.0
1999,pip,ppd,0.0
2002,pip,ppd,0.0
2017,pip,ppd,0.0
2016,pip,ppd,0.0
2015,pip,ppd,0.0
1998,pip,ppd,0.0
2004,pip,ppd,0.0
2000,pip,ppd,0.0
